entrez	target gene	target probe	source probe	Score
101060609		1559148_at	229101_at	0.014203
57369	GJD2	221407_at	205707_at	0.014179
440757	LINC00851	231447_at	205707_at	0.014166
79581	SLC52A2	222155_s_at	229101_at	0.014130
503569	RGMB-AS1	1558899_s_at	228685_at	0.014093
124093	CCDC78	236745_at	205707_at	0.014086
101927360	LINC01103	1564595_at	229295_at	0.014050
55726	ASUN	221652_s_at	228685_at	0.014017
11232	POLG2	205811_at	229101_at	0.014007
340152	ZC3H12D	1559263_s_at	229295_at	0.014003
730112	FAM166B	229941_at	229295_at	0.013994
117245	HRASLS5	231452_at	229101_at	0.013988
101929118		1562785_at	229295_at	0.013961
101929684	LINC01520	1560862_at	205707_at	0.013947
7124	TNF	207113_s_at	229295_at	0.013897
85459	CEP295	1565829_at	228685_at	0.013812
54733	SLC35F2	218826_at	205707_at	0.013770
100130742	LRRC69	238214_at	229101_at	0.013766
728095	LOC728095	239974_at	205707_at	0.013745
4599	MX1	202086_at	205707_at	0.013701
100505839	SH3PXD2A-AS1	1557389_at	229101_at	0.013699
