entrez	target gene	target probe	source probe	Score
3609	ILF3	208930_s_at	207334_s_at	0.225120
4772	NFATC1	211105_s_at	208944_at	0.225027
55697	VAC14	216407_at	208944_at	0.225016
29851	ICOS	210439_at	208944_at	0.224965
102465445	MIR6743	221647_s_at	207334_s_at	0.224951
60626	RIC8A	221647_s_at	207334_s_at	0.224951
100133319	PRO1804	224110_at	207334_s_at	0.224940
5892	RAD51D	209965_s_at	207334_s_at	0.224817
8910	SGCE	204688_at	208944_at	0.224780
50626	CYHR1	213072_at	207334_s_at	0.224725
90649	ZNF486	1553901_x_at	208944_at	0.224712
10144	FAM13A	202973_x_at	208944_at	0.224671
101930583		210425_x_at	208944_at	0.224657
23015	GOLGA8A	210425_x_at	208944_at	0.224657
440270	GOLGA8B	210425_x_at	208944_at	0.224657
7266	DNAJC7	202416_at	208944_at	0.224574
146880	LOC146880	228779_at	207334_s_at	0.224458
400027	LINC00938	226413_at	208944_at	0.224447
58472	SQRDL	217995_at	208944_at	0.224423
665	BNIP3L	221478_at	208944_at	0.224386
6218	RPS17	212578_x_at	208944_at	0.224381
6497	SKI	229265_at	207334_s_at	0.224372
118472	ZNF511	225307_at	208944_at	0.224368
2286	FKBP2	203391_at	207334_s_at	0.224342
102724316	SVIL-AS1	230737_s_at	208944_at	0.224325
387647	PTCHD3P1	230737_s_at	208944_at	0.224325
27229	TUBGCP4	211337_s_at	207334_s_at	0.224292
56203	LMOD3	1564469_at	207334_s_at	0.224271
64772	ENGASE	220349_s_at	208944_at	0.224243
